"","symbol","date","open","high","low","close","volume","adjusted"
"47","AAPL",2011-03-10,49.965714,49.96714,49.271427,49.524284,126972055,47.217899
"48","AAPL",2011-03-11,49.28857,50.331429,49.285713,50.284286,117770016,47.942509
"49","AAPL",2011-03-14,50.42857,50.926342,50.187141,50.508572,109113690,48.156345
"50","AAPL",2011-03-15,48.824284,49.691429,48.585712,49.347141,180262334,47.048996
"51","AAPL",2011-03-16,48.857143,49,46.60857,47.144283,289187626,44.948753
"52","AAPL",2011-03-17,48.134285,48.515713,47.237083,47.805714,164854977,45.579372
"53","AAPL",2011-03-18,48.085712,48.314285,47.142857,47.238571,188302604,45.038643
"54","AAPL",2011-03-21,48.01857,48.534286,47.894283,48.471428,102347560,46.214077
"55","AAPL",2011-03-22,48.945713,48.945713,48.44857,48.742859,81558162,46.472862
"56","AAPL",2011-03-23,48.464287,48.602856,47.992859,48.455715,93248498,46.199089
"57","AAPL",2011-03-24,48.835712,49.42857,48.408569,49.281429,101177720,46.986359
"58","AAPL",2011-03-25,49.732857,50.294285,49.574284,50.220001,112292796,47.881229
"59","AAPL",2011-03-28,50.454285,50.617142,50.062859,50.062859,77337407,47.731392
"60","AAPL",2011-03-29,49.655712,50.137142,49.437141,50.137142,88224955,47.802219
"61","AAPL",2011-03-30,50.101429,50.125713,49.634285,49.804283,81843720,47.484856
"62","AAPL",2011-03-31,49.471428,49.971428,49.437141,49.786785,68592006,47.468182
"63","AAPL",2011-04-01,50.158569,50.226742,49.042858,49.222858,104665400,46.930515
"64","AAPL",2011-04-04,49.222858,49.228573,48.342857,48.741428,115020542,46.471512
"65","AAPL",2011-04-05,48.074284,48.892857,48,48.412857,120740809,46.158245
"66","AAPL",2011-04-06,48.778572,49.128571,48.162857,48.291428,100634681,46.042461
"67","AAPL",2011-04-07,48.291428,48.632858,48.004284,48.297142,93361520,46.047916
"68","AAPL",2011-04-08,48.571426,48.592857,47.707142,47.865715,94383317,45.63657
"69","AAPL",2011-04-11,47.742859,47.952858,47.145714,47.257141,99787618,45.056339
"70","AAPL",2011-04-12,47.207142,47.675713,47.171429,47.485714,106627080,45.274265
"71","AAPL",2011-04-13,47.857143,48.02,47.502857,48.01857,86608963,45.78231
"72","AAPL",2011-04-14,47.80714,48,47.437141,47.488571,75497401,45.277012
"73","AAPL",2011-04-15,47.66,47.662857,46.685715,46.779999,113397921,44.601418
"74","AAPL",2011-04-18,46.594284,47.46143,45.737141,47.407143,152474427,45.199356
"75","AAPL",2011-04-19,47.607143,48.282856,47.387142,48.265713,104844243,46.017948
"76","AAPL",2011-04-20,49.105713,49.392857,48.785713,48.915714,175163842,46.637661
"77","AAPL",2011-04-21,50.632858,50.732857,49.78857,50.099426,188449618,47.766273
"78","AAPL",2011-04-25,50.081429,50.535713,50.042858,50.429855,66636290,48.081295
"79","AAPL",2011-04-26,50.51857,50.712856,49.907143,50.060001,84400645,47.728664
"80","AAPL",2011-04-27,50.325714,50.335712,49.585712,50.021427,89052887,47.691891
"81","AAPL",2011-04-28,49.457142,49.964287,49.360001,49.535713,90297123,47.228794
"82","AAPL",2011-04-29,49.577141,50.564285,49.523712,50.01857,251585929,47.689178
"83","AAPL",2011-05-02,49.964287,50.067001,49.357143,49.468571,110678246,47.164791
"84","AAPL",2011-05-03,49.701427,49.984283,49.374287,49.742859,78390249,47.4263
"85","AAPL",2011-05-04,49.759998,50.261429,49.554283,49.938572,97312229,47.612896
"86","AAPL",2011-05-05,49.771427,50.135715,49.435715,49.535713,84065352,47.228794
"87","AAPL",2011-05-06,49.978573,50,49.458572,49.522858,70061285,47.216545
"88","AAPL",2011-05-09,49.688572,49.885715,49.503941,49.657143,51188151,47.344563
"89","AAPL",2011-05-10,49.841427,49.955715,49.522858,49.921429,70521969,47.59655
"90","AAPL",2011-05-11,49.878571,50,49.32,49.604286,84018683,47.294178
"91","AAPL",2011-05-12,49.492859,49.58857,48.895714,49.509998,80239593,47.204281
"92","AAPL",2011-05-13,49.398571,49.464287,48.621429,48.642857,81547956,46.377518
"93","AAPL",2011-05-16,48.464287,48.745712,47.514286,47.614285,112535374,45.396854
"94","AAPL",2011-05-17,47.42857,48.02,47.247143,48.02,113196657,45.783676
"95","AAPL",2011-05-18,48.071426,48.721428,48,48.552856,83693267,46.291706
"96","AAPL",2011-05-19,48.868572,48.916286,48.381428,48.647141,65291310,46.381611
"97","AAPL",2011-05-20,48.535713,48.707142,47.860001,47.888573,84547708,45.658367
"98","AAPL",2011-05-23,47.142857,47.997143,47.060001,47.771427,95627217,45.54668
"99","AAPL",2011-05-24,47.897141,47.985573,47.334286,47.455715,80520650,45.245663
"100","AAPL",2011-05-25,47.632858,48.365715,47.549999,48.111427,73555433,45.870842
"101","AAPL",2011-05-26,47.959999,48.127144,47.776428,47.857143,55673751,45.628403
"102","AAPL",2011-05-27,47.828571,48.232857,47.758572,48.201427,50912897,45.956642
"103","AAPL",2011-05-31,48.734283,49.689999,48.714287,49.689999,104434134,47.375904
"104","AAPL",2011-06-01,49.872856,50.304569,49.235714,49.35857,138670602,47.059898
"105","AAPL",2011-06-02,49.507141,49.71143,49.185715,49.443142,84721112,47.140533
"106","AAPL",2011-06-03,49.004284,49.332855,48.85857,49.062859,78360765,46.777962
"107","AAPL",2011-06-06,49.385715,49.578571,48.258572,48.291428,115484677,46.042461
"108","AAPL",2011-06-07,48.310001,48.317142,47.414284,47.434284,132493060,45.225239
"109","AAPL",2011-06-08,47.42857,47.828571,47.235714,47.462856,83471577,45.252472
"110","AAPL",2011-06-09,47.610001,47.667141,47.25,47.355713,68841199,45.150322
"111","AAPL",2011-06-10,47.235714,47.380001,46.501427,46.55714,108529400,44.388943
"112","AAPL",2011-06-13,46.742859,46.901428,46.438572,46.657143,82414108,44.484276
"113","AAPL",2011-06-14,47.145714,47.607143,47.044285,47.491428,83641901,45.279728
"114","AAPL",2011-06-15,47.085712,47.185715,46.411427,46.67857,99851885,44.504707
"115","AAPL",2011-06-16,46.684284,46.954441,45.475716,46.451427,127647338,44.288147
"116","AAPL",2011-06-17,47.009998,47.035713,45.622856,45.751427,153872649,43.62075
"117","AAPL",2011-06-20,45.328571,45.385715,44.357143,45.045715,160161274,42.947903
"118","AAPL",2011-06-21,45.218571,46.542858,45.028572,46.471428,123343514,44.307217
"119","AAPL",2011-06-22,46.431427,46.985714,46.054283,46.087143,97645436,43.94083
"120","AAPL",2011-06-23,45.564285,47.384285,45.445713,47.318569,139939254,45.114906
"121","AAPL",2011-06-24,47.357143,47.592857,46.441429,46.621429,109981312,44.450241
"122","AAPL",2011-06-27,46.802856,47.700001,46.75,47.434284,84989933,45.225239
"123","AAPL",2011-06-28,47.654285,48.099998,47.634285,47.894283,73574907,45.663822
"124","AAPL",2011-06-29,48.011429,48.052856,47.411427,47.720001,88179070,45.497646
"125","AAPL",2011-06-30,47.814285,48.01857,47.548573,47.952858,80807391,45.719669
"126","AAPL",2011-07-01,47.992859,49.071426,47.742859,49.037144,108828209,46.753445
"127","AAPL",2011-07-05,48.995712,49.975716,48.92857,49.918571,88818618,47.593826
"128","AAPL",2011-07-06,49.857143,50.585712,49.529999,50.251427,111156241,47.91119
"129","AAPL",2011-07-07,50.674286,51.142857,50.571426,51.028572,99915319,48.652153
"130","AAPL",2011-07-08,50.502857,51.42857,50.314285,51.387142,122481639,48.993992
"131","AAPL",2011-07-11,50.904285,51.395714,50.402859,50.571426,110713974,48.216274
"132","AAPL",2011-07-12,50.5,51.097141,49.802856,50.535713,112901691,48.182232
"133","AAPL",2011-07-13,51.189999,51.42857,50.911427,51.145714,97909518,48.763813
"134","AAPL",2011-07-14,51.564285,51.658569,50.905712,51.110001,107633155,48.729774
"135","AAPL",2011-07-15,51.57,52.142857,51.310001,52.131428,121116338,49.703629
"136","AAPL",2011-07-18,52.204285,53.521427,52.182858,53.400002,143157623,50.913136
"137","AAPL",2011-07-19,53.988571,54.092857,53.331429,53.835712,204786344,51.328537
"138","AAPL",2011-07-20,56.578571,56.610001,55.142857,55.271427,235331712,52.697399
"139","AAPL",2011-07-21,55.28857,55.722858,54.842857,55.327141,131629036,52.750511
"140","AAPL",2011-07-22,55.474285,56.435715,55.392857,56.185715,129181885,53.569111
"141","AAPL",2011-07-25,55.740002,57.142857,55.66,56.92857,147451094,54.277374
"142","AAPL",2011-07-26,57.142857,57.785713,57.097141,57.630001,119145026,54.946133
"143","AAPL",2011-07-27,57.188572,57.52,56.021427,56.084286,164830470,53.472408
"144","AAPL",2011-07-28,55.947144,56.712856,55.447144,55.974285,148506092,53.367527
"145","AAPL",2011-07-29,55.360001,56.450001,54.857143,55.782856,158145890,53.184998
"146","AAPL",2011-08-01,56.857143,57.071426,56.052856,56.67857,153207957,54.039009
"147","AAPL",2011-08-02,56.834286,56.842857,55.478573,55.558571,159884760,52.971157
"148","AAPL",2011-08-03,55.867142,56.221428,54.605713,56.081429,183125796,53.469666
"149","AAPL",2011-08-04,55.650002,55.902859,53.907143,53.91,217851424,51.399368
"150","AAPL",2011-08-05,54.272858,54.785713,51.795715,53.374287,301140350,50.888596
"151","AAPL",2011-08-08,51.571426,52.53857,50.431427,50.458572,285951204,48.108692
"152","AAPL",2011-08-09,51.684284,53.515713,50.714287,53.43,270645704,50.941727
"153","AAPL",2011-08-10,53.021427,53.521427,51.785713,51.955715,219662296,49.536095
"154","AAPL",2011-08-11,52.934284,53.635715,52.102856,53.385715,185491110,50.899513
"155","AAPL",2011-08-12,54.058571,54.234283,53.46143,53.855713,132243405,51.34761
"156","AAPL",2011-08-15,54.271427,54.995712,54.012856,54.772858,115135468,52.222042
"157","AAPL",2011-08-16,54.5,54.767143,53.722858,54.354286,124722122,51.822968
"158","AAPL",2011-08-17,54.622856,54.931427,54,54.348572,110514943,51.81752
"159","AAPL",2011-08-18,52.957142,53.235714,51.624287,52.292858,211467949,49.85754
"160","AAPL",2011-08-19,51.675713,52.42857,50.857143,50.861427,193970546,48.492783
"161","AAPL",2011-08-22,52.091427,52.125713,50.727142,50.919998,133826210,48.548615
"162","AAPL",2011-08-23,51.471428,53.377144,51,53.371429,164208576,50.885887
"163","AAPL",2011-08-24,53.351429,54.137142,52.942856,53.740002,156566907,51.237286
"164","AAPL",2011-08-25,52.142857,53.635715,52.142857,53.388573,217825076,50.902233
"165","AAPL",2011-08-26,53.024284,54.828571,52.971542,54.797142,160368761,52.245197
"166","AAPL",2011-08-29,55.452858,55.92857,55.42857,55.709999,101313149,53.115536
"167","AAPL",2011-08-30,55.464287,55.977142,55.172855,55.712856,104480264,53.118271
"168","AAPL",2011-08-31,55.837143,56.011429,54.55143,54.975716,130688894,52.41547
"169","AAPL",2011-09-01,55.139999,55.33427,54.388573,54.432858,85930705,51.897877
"170","AAPL",2011-09-02,53.562859,54,53.118572,53.435715,109791514,50.947174
"171","AAPL",2011-09-06,52.439999,54.332855,52.354286,54.248569,127424129,51.722176
"172","AAPL",2011-09-07,55.081429,55.085712,54.571426,54.847141,87643794,52.29287
"173","AAPL",2011-09-08,54.628571,55.515713,54.615715,54.877144,104039460,52.32148
"174","AAPL",2011-09-09,54.849998,55.142857,53.574284,53.925713,141269408,51.414349
"175","AAPL",2011-09-12,53.28857,54.411427,53.128571,54.277142,116957988,51.749405
"176","AAPL",2011-09-13,54.591427,55.172855,54.321426,54.945713,110184487,52.386852
"177","AAPL",2011-09-14,55.28857,56.029999,55.10857,55.614285,133680848,53.024296
"178","AAPL",2011-09-15,55.938572,56.237141,55.700001,56.137142,104454581,53.522789
"179","AAPL",2011-09-16,56.571426,57.214714,56.432858,57.214287,174622161,54.549778
"180","AAPL",2011-09-19,56.700001,59.032856,56.457787,58.804283,205964780,56.065731
"181","AAPL",2011-09-20,59.335712,60.408569,58.741428,59.064285,193937289,56.313629
"182","AAPL",2011-09-21,59.958572,60.227142,58.857143,58.877144,151493755,56.135204
"183","AAPL",2011-09-22,57.285713,58.545715,56.671429,57.402859,242120137,54.729561
"184","AAPL",2011-09-23,57.17857,58.105713,57.121429,57.757141,136620610,55.067341
"185","AAPL",2011-09-26,57.142857,57.71143,55.900002,57.595715,203218862,54.913433
"186","AAPL",2011-09-27,58.422855,58.464287,56.865715,57.037144,158124372,54.380882
"187","AAPL",2011-09-28,57.152859,57.677143,56.644283,56.715714,107463181,54.074425
"188","AAPL",2011-09-29,57.417141,57.458572,55.172855,55.795715,162841147,53.197269
"189","AAPL",2011-09-30,55.302856,55.555714,54.454285,54.474285,137059223,51.937378
"190","AAPL",2011-10-03,54.337143,54.662857,53.310143,53.514286,167269011,51.022087
"191","AAPL",2011-10-04,53.55714,54.542858,50.605713,53.214287,308418887,50.736046
"192","AAPL",2011-10-05,52.55143,54.259998,51.471428,54.035713,196617358,51.51923
"193","AAPL",2011-10-06,53.30143,54.968571,53.114929,53.91,203145054,51.399368
"194","AAPL",2011-10-07,53.681427,53.962856,52.641285,52.828571,133904162,50.368309
"195","AAPL",2011-10-10,54.168571,55.544285,54.029999,55.544285,110628287,52.957554
"196","AAPL",2011-10-11,56.082855,57.597141,55.92857,57.184284,151420465,54.521179
"197","AAPL",2011-10-12,58.201427,58.464287,57.162857,57.455715,155570982,54.779961
"198","AAPL",2011-10-13,57.862858,58.347141,57.549999,58.347141,106545775,55.629856
"199","AAPL",2011-10-14,59.571426,60.285713,59.324284,60.285713,143341730,57.478165
"200","AAPL",2011-10-17,60.204285,60.957142,59.419998,59.998569,171510696,57.204391
"201","AAPL",2011-10-18,60.227142,60.686672,59.427143,60.32,220400096,57.51086
"202","AAPL",2011-10-19,57.349998,58.34557,56.828571,56.945713,275998093,54.293716
"203","AAPL",2011-10-20,57.142857,57.192856,56.315716,56.472858,137382294,53.842876
"204","AAPL",2011-10-21,56.901428,57.02,55.821426,56.124287,155310512,53.510532
"205","AAPL",2011-10-24,56.597141,58.071426,56.485714,57.96714,125589044,55.267555
"206","AAPL",2011-10-25,57.861427,58.078571,56.76857,56.824284,107650200,54.177937
"207","AAPL",2011-10-26,57.42857,57.507141,56.164429,57.228573,114074982,54.563385
"208","AAPL",2011-10-27,58.242859,58.42857,57.412857,57.812859,123713317,55.120468
"209","AAPL",2011-10-28,57.571426,58.049999,57.501427,57.849998,80709748,55.155872
"210","AAPL",2011-10-31,57.444286,58.475716,57.292858,57.825714,96406303,55.132725
"211","AAPL",2011-11-01,56.714287,57.071426,56.174286,56.644283,132946877,54.006332
"212","AAPL",2011-11-02,57.142857,57.205715,56.444286,56.772858,82063667,54.128914
"213","AAPL",2011-11-03,57.009998,57.628571,56.48,57.581429,110381075,54.89983
"214","AAPL",2011-11-04,57.42857,57.634285,57.022858,57.177143,75556992,54.51437
"215","AAPL",2011-11-07,57.130001,57.142857,56.59,57.104286,67565799,54.444889
"216","AAPL",2011-11-08,57.458572,58.285713,57.365715,58.032856,100109842,55.330208
"217","AAPL",2011-11-09,56.714287,57.27,56.318569,56.468571,139670930,53.838783
"218","AAPL",2011-11-10,56.73,56.744286,54.592857,55.031429,186245269,52.468567
"219","AAPL",2011-11-11,55.25,55.528572,54.322857,54.945713,163446017,52.386852
"220","AAPL",2011-11-14,54.91,55.035713,54.028572,54.18,108265507,51.656803
"221","AAPL",2011-11-15,54.400002,55.642857,54.207142,55.547142,107744812,52.960274
"222","AAPL",2011-11-16,55.634285,55.877144,54.902859,54.96714,87302012,52.407272
"223","AAPL",2011-11-17,54.831429,54.939999,53.642857,53.915714,120030148,51.404827
"224","AAPL",2011-11-18,54.127144,54.284286,53.554283,53.562859,93018765,51.068394
"225","AAPL",2011-11-21,52.889999,53.097141,52.272858,52.715714,112050589,50.260704
"226","AAPL",2011-11-22,53.055714,53.990002,52.991428,53.787144,102324341,51.282242
"227","AAPL",2011-11-23,53.528572,53.691429,52.411427,52.427143,107160445,49.985565
"228","AAPL",2011-11-25,52.599998,53.021427,51.902859,51.938572,63689801,49.519749
"229","AAPL",2011-11-28,53.209999,53.817142,52.904285,53.731426,86660854,51.229118
"230","AAPL",2011-11-29,53.691429,54.118572,52.885715,53.314285,94007858,50.831409
"231","AAPL",2011-11-30,54.431427,54.610855,54.042858,54.599998,101516702,52.057224
"232","AAPL",2011-12-01,54.635715,55.571426,54.392857,55.418571,96794838,52.837704
"233","AAPL",2011-12-02,55.714287,56.232841,55.511429,55.671429,94818290,53.07877
"234","AAPL",2011-12-05,56.182858,56.630001,55.769714,56.144283,89342127,53.52961
"235","AAPL",2011-12-06,56.077141,56.375713,55.625713,55.849998,70951013,53.249035
"236","AAPL",2011-12-07,55.671429,55.848572,55.251785,55.584286,76249929,52.995682
"237","AAPL",2011-12-08,55.925713,56.5,55.747143,55.808571,94089051,53.209518
"238","AAPL",2011-12-09,56.099998,56.291428,55.861427,56.231426,74285785,53.612682
"239","AAPL",2011-12-12,55.951427,56.271427,55.635715,55.977142,75266366,53.370247
"240","AAPL",2011-12-13,56.142857,56.485714,55.299999,55.544285,84784203,52.957554
"241","AAPL",2011-12-14,55.242859,55.34,53.954285,54.312859,101788680,51.783463
"242","AAPL",2011-12-15,54.761429,54.82,54.044285,54.134285,64112125,51.613213
"243","AAPL",2011-12-16,54.425713,54.878571,54.224285,54.431427,105394401,51.896515
"244","AAPL",2011-12-19,54.638573,54.978573,54.354286,54.601429,58881914,52.058605
"245","AAPL",2011-12-20,55.357143,56.585712,55.322857,56.564285,84350728,53.93005
"246","AAPL",2011-12-21,56.645714,56.757141,56.001427,56.634998,65736678,53.997459
"247","AAPL",2011-12-22,56.714287,57.01857,56.585712,56.935715,50589112,54.284187
"248","AAPL",2011-12-23,57.098572,57.655712,57.070713,57.618572,67401964,54.935238
"249","AAPL",2011-12-27,57.594284,58.441429,57.574284,58.075714,66308613,55.371078
"250","AAPL",2011-12-28,58.128571,58.321426,57.334286,57.52,57214227,54.841251
"251","AAPL",2011-12-29,57.607143,57.950001,57.215714,57.874287,54039041,55.179035
"252","AAPL",2011-12-30,57.644283,58.040001,57.64143,57.857143,44943710,55.162704
"253","AAPL",2012-01-03,58.5,58.92857,58.42857,58.747143,75564699,56.011246
"254","AAPL",2012-01-04,58.599998,59.240002,58.468571,59.062859,65061108,56.312248
"255","AAPL",2012-01-05,59.278572,59.792858,58.952858,59.718571,67816805,56.937439
"256","AAPL",2012-01-06,59.96714,60.392857,59.888573,60.342857,79596412,57.532642
"257","AAPL",2012-01-09,60.78857,61.107143,60.192856,60.247143,98505792,57.441387
"258","AAPL",2012-01-10,60.857143,60.857143,60.214287,60.462856,64581762,57.647053
"259","AAPL",2012-01-11,60.341427,60.407143,59.901428,60.364285,53798059,57.553085
"260","AAPL",2012-01-12,60.344284,60.414284,59.821426,60.19857,53180911,57.395081
"261","AAPL",2012-01-13,59.932858,60.064285,59.808571,59.972858,56539749,57.179882
"262","AAPL",2012-01-17,60.599998,60.855713,60.422855,60.671429,60724055,57.845913
"263","AAPL",2012-01-18,60.998569,61.352856,60.900002,61.30143,69197758,58.446583
"264","AAPL",2012-01-19,61.432858,61.624142,60.93,61.107143,65434453,58.261341
"265","AAPL",2012-01-20,61.07,61.071426,59.964287,60.042858,103492249,57.246616
"266","AAPL",2012-01-23,60.424286,61.207142,60.328571,61.05843,76515446,58.214886
"267","AAPL",2012-01-24,60.714287,60.728584,59.935715,60.058571,136909311,57.261585
"268","AAPL",2012-01-25,64.894287,64.921425,63.389999,63.808571,239565837,60.83696
"269","AAPL",2012-01-26,64.064285,64.112854,63.305714,63.51857,81057711,60.560471
"270","AAPL",2012-01-27,63.477142,64.068573,63.395714,63.897141,74971631,60.921394
"271","AAPL",2012-01-30,63.689999,64.842857,63.627144,64.715714,94832073,61.701866
"272","AAPL",2012-01-31,65.120003,65.46286,64.724281,65.211426,97977985,62.17448
"273","AAPL",2012-02-01,65.498573,65.57,65.078568,65.169998,67510562,62.134983
"274","AAPL",2012-02-02,65.144287,65.309998,64.854286,65.017143,46698547,61.989262
"275","AAPL",2012-02-03,65.328568,65.714287,65.080002,65.668571,71717009,62.610317
"276","AAPL",2012-02-06,65.482857,66.425713,65.457283,66.281425,62420596,63.194618
"277","AAPL",2012-02-07,66.494286,67.10714,66.368713,66.975716,79055263,63.856617
"278","AAPL",2012-02-08,67.237144,68.112854,67.099998,68.097145,101969280,64.925797
"279","AAPL",2012-02-09,68.707146,70.964287,68.651428,70.452858,221053602,67.171822
"280","AAPL",2012-02-10,70.167145,71.08857,69.792854,70.488571,157824975,67.205879
"281","AAPL",2012-02-13,71.391426,71.975716,71.012856,71.800003,129301606,68.45623
"282","AAPL",2012-02-14,72.099998,72.794289,71.714287,72.779999,115483011,69.390572
"283","AAPL",2012-02-15,73.495712,75.184288,70.984283,71.095711,376528040,67.784737
"284","AAPL",2012-02-16,70.187141,72.127144,69.51857,71.744286,236137405,68.403084
"285","AAPL",2012-02-17,71.900002,72.538574,71.471428,71.73143,133947191,68.390854
"286","AAPL",2012-02-21,72.451431,73.550003,72.017143,73.550003,151396399,70.12471
"287","AAPL",2012-02-22,73.294289,73.641426,72.724281,73.291428,120823808,69.878204
"288","AAPL",2012-02-23,73.582855,73.975655,72.785713,73.769997,142006312,70.334473
"289","AAPL",2012-02-24,74.251427,74.699997,74.091431,74.629997,103819905,71.154419
"290","AAPL",2012-02-27,74.472855,75.5,73.754288,75.108574,136895304,71.61071
"291","AAPL",2012-02-28,75.425713,76.487144,75.121429,76.487144,150096478,72.925079
"292","AAPL",2012-02-29,77.364288,78.230003,76.528572,77.491425,238000378,73.882591
"293","AAPL",2012-03-01,78.309998,78.315712,76.96714,77.781425,170813188,74.159073
"294","AAPL",2012-03-02,77.779999,78.114288,77.502853,77.882858,107927589,74.255806
"295","AAPL",2012-03-05,77.955711,78.211426,75.14286,76.16571,202280183,72.618599
"296","AAPL",2012-03-06,74.807144,76.241425,73.745857,75.751427,202559651,72.22364
"297","AAPL",2012-03-07,76.68,76.825714,74.757141,75.812859,199629549,72.282196
"298","AAPL",2012-03-08,76.408569,77.57,76.017143,77.427139,129110723,73.821304
"299","AAPL",2012-03-09,77.771431,78.248573,77.587143,77.881432,104724732,74.254456
"300","AAPL",2012-03-12,78.428574,78.85714,78.14286,78.85714,101820019,75.184708
"301","AAPL",2012-03-13,79.648567,81.168571,79.39286,81.157143,172712659,77.377602
"302","AAPL",2012-03-14,82.587143,84.959999,82.199997,84.225716,354709747,80.303268
"303","AAPL",2012-03-15,85.714287,85.715714,82.650002,83.651428,289917768,79.755707
"304","AAPL",2012-03-16,83.507141,84.171425,82.571426,83.652855,206371879,79.75708
"305","AAPL",2012-03-19,85.508568,85.96714,84.150002,85.871429,225308790,81.87233
"306","AAPL",2012-03-20,85.617142,86.699997,83.14286,86.565712,204167033,82.534294
"307","AAPL",2012-03-21,86.134285,87.092857,85.91571,86.071426,161010374,82.063004
"308","AAPL",2012-03-22,85.437141,86.35714,85.075714,85.620003,156032898,81.632629
"309","AAPL",2012-03-23,85.784286,85.971428,84.914429,85.150002,107621815,81.184525
"310","AAPL",2012-03-26,85.71286,86.735718,85.03714,86.711426,148934219,82.673233
"311","AAPL",2012-03-27,86.632858,88.040001,86.580002,87.78286,151782141,83.694756
"312","AAPL",2012-03-28,88.378571,88.778572,87.187141,88.23143,163864869,84.122414
"313","AAPL",2012-03-29,87.5,88.080002,86.747139,87.122856,152059432,83.065475
"314","AAPL",2012-03-30,86.985718,87.222855,85.419998,85.650002,182759395,81.661232
"315","AAPL",2012-04-02,85.989998,88.395714,85.76857,88.375717,149586458,84.259979
"316","AAPL",2012-04-03,89.614288,90.315712,88.93,89.902855,208638360,85.716003
"317","AAPL",2012-04-04,89.244286,89.408569,88.14286,89.187141,143245095,85.033623
"318","AAPL",2012-04-05,89.584282,90.66571,89.057144,90.525711,159994758,86.309868
